Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
46,Runar Berg,no NOR,MF,no Rosenborg,26,1970,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
47,André Bergdølmo,no NOR,DF,no Rosenborg,25,1971,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
48,Quim Berto,pt POR,DF,pt Sporting CP,25,1971,6,5,434,4.8,0,,,0,0,,0,0,0.00,,,0.00,,Matches
49,Beto,pt POR,DF,pt Sporting CP,21,1976,4,4,346,3.8,0,,,0,0,,2,0,0.00,,,0.00,,Matches
50,Serhiy Bezhenar,ua UKR,DF,ua Dynamo Kyiv,26,1970,6,3,343,3.8,0,,,0,0,,1,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Manfred Binz,de GER,DF,de Dortmund,31,1965,2,2,180,2.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
52,Alessandro Birindelli,it ITA,DF,it Juventus,22,1974,10,9,731,8.1,1,,,1,0,,0,0,0.12,,,0.12,,Matches
53,George Boateng,nl NED,MF,nl Feyenoord,21,1975,6,3,357,4.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
54,Robert Boateng,gh GHA,MF,no Rosenborg,23,1974,1,0,32,0.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
55,Marián Bochnovič,sk SVK,MF,sk Košice,27,1970,4,0,25,0.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
56,Scott Booth,sct SCO,FW,de Dortmund,25,1971,3,0,70,0.8,1,,,1,0,,0,0,1.29,,,1.29,,Matches
57,Paul Bosvelt,nl NED,"DF,MF",nl Feyenoord,27,1970,6,5,465,5.2,0,,,0,0,,1,0,0.00,,,0.00,,Matches
58,Pascal Bovri,be BEL,MF,be Lierse,32,1964,2,1,108,1.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
59,Harald Brattbakk,no NOR,FW,no Rosenborg,26,1971,6,6,540,6.0,4,,,4,0,,1,0,0.67,,,0.67,,Matches
60,David Brocken,be BEL,DF,be Lierse,26,1971,5,5,426,4.7,0,,,0,0,,1,0,0.00,,,0.00,,Matches
61,Giovanni van Bronckhorst,nl NED,"DF,MF",nl Feyenoord,22,1975,6,6,488,5.4,1,,,1,0,,0,0,0.18,,,0.18,,Matches
62,Arnold Bruggink,nl NED,"FW,MF",nl PSV,20,1977,2,1,101,1.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
63,Gianluigi Buffon,it ITA,GK,it Parma,19,1978,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
64,Okan Buruk,tr TUR,MF,tr Galatasaray,23,1973,2,0,72,0.8,0,,,0,0,,2,0,0.00,,,0.00,,Matches
65,Carles Busquets,es ESP,GK,es Barcelona,30,1967,1,0,27,0.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
66,Vladimir But,ru RUS,MF,de Dortmund,19,1977,9,8,740,8.2,1,,,1,0,,0,0,0.12,,,0.12,,Matches
67,Darko Butorović,hr CRO,DF,pt Porto,26,1970,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
68,Nicky Butt,eng ENG,"DF,MF",eng Manchester Utd,22,1975,7,7,542,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
69,Valyantsin Byalkevich,by BLR,MF,ua Dynamo Kyiv,24,1973,2,1,103,1.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
70,Santiago Cañizares,es ESP,GK,es Real Madrid,27,1969,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
71,Fabio Cannavaro,it ITA,DF,it Parma,23,1973,5,5,450,5.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
72,Hikmet Çapanoğlu,tr TUR,MF,tr Beşiktaş,20,1976,1,1,62,0.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
73,Capucho,pt POR,MF,pt Porto,25,1972,5,1,240,2.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
74,Roberto Carlos,br BRA,DF,es Real Madrid,24,1973,9,9,808,9.0,2,,,2,0,,3,0,0.22,,,0.22,,Matches
75,Stéphane Carnot,fr FRA,MF,fr Monaco,25,1972,6,0,117,1.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Jurgen Cavens,be BEL,FW,be Lierse,18,1978,3,0,40,0.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
77,Albert Celades,es ESP,MF,es Barcelona,21,1975,5,5,447,5.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
78,Júlio César,br BRA,DF,de Dortmund,34,1963,7,7,660,7.3,0,,,0,0,,2,0,0.00,,,0.00,,Matches
79,Recep Çetin,tr TUR,DF,tr Beşiktaş,31,1965,6,6,509,5.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
80,Stéphane Chapuisat,ch SUI,FW,de Dortmund,28,1969,9,9,801,8.9,4,,,4,0,,1,0,0.45,,,0.45,,Matches
81,Chendo,es ESP,DF,es Real Madrid,35,1961,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
82,Enrico Chiesa,it ITA,FW,it Parma,26,1970,6,6,524,5.8,3,,,3,0,,1,0,0.52,,,0.52,,Matches
83,Youssef Chippo,ma MAR,MF,pt Porto,24,1973,1,1,66,0.7,0,,,0,0,,2,2,0.00,,,0.00,,Matches
84,Philippe Christanval,fr FRA,DF,fr Monaco,18,1978,3,2,216,2.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
85,Vladimír Cifranič,sk SVK,DF,cz Sparta Prague,22,1975,1,0,6,0.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
86,Dragan Ćirić,rs SRB,MF,es Barcelona,22,1974,6,3,318,3.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
87,Édouard Cissé,fr FRA,MF,fr Paris Saint-Germain,19,1978,3,1,115,1.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
88,Martin Čížek,cz CZE,MF,cz Sparta Prague,23,1974,5,5,406,4.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
89,Geoffrey Claeys,be BEL,DF,nl Feyenoord,22,1974,2,1,147,1.6,0,,,0,0,,1,0,0.00,,,0.00,,Matches
90,Michael Clegg,eng ENG,DF,eng Manchester Utd,20,1977,1,0,44,0.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
91,Phillip Cocu,nl NED,"DF,FW",nl PSV,26,1970,6,6,540,6.0,1,,,1,0,,0,0,0.17,,,0.17,,Matches
92,Andy Cole,eng ENG,FW,eng Manchester Utd,25,1971,7,6,533,5.9,5,,,5,0,,0,0,0.84,,,0.84,,Matches
93,John Collins,sct SCO,MF,fr Monaco,29,1968,9,9,767,8.5,1,,,1,0,,2,0,0.12,,,0.12,,Matches
94,Sérgio Conceição,pt POR,MF,pt Porto,22,1974,4,4,224,2.5,0,,,0,0,,1,0,0.00,,,0.00,,Matches
95,David Connolly,ie IRL,FW,nl Feyenoord,20,1977,4,2,141,1.6,0,,,0,0,,1,0,0.00,,,0.00,,Matches
96,Antonio Conte,it ITA,MF,it Juventus,28,1969,9,6,585,6.5,0,,,0,0,,3,0,0.00,,,0.00,,Matches
97,Rui Correia,pt POR,GK,pt Porto,29,1967,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
98,Osman Coşkun,tr TUR,MF,tr Galatasaray,25,1972,3,1,148,1.6,0,,,0,0,,0,0,0.00,,,0.00,,Matches
99,Costa,pt POR,MF,pt Porto,23,1973,3,2,117,1.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
100,Costinha,pt POR,MF,fr Monaco,22,1974,3,1,113,1.3,1,,,1,0,,2,0,0.80,,,0.80,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Fernando Couto,pt POR,DF,es Barcelona,27,1969,4,3,310,3.4,0,,,0,0,,1,0,0.00,,,0.00,,Matches
102,Hernán Crespo,ar ARG,FW,it Parma,22,1975,6,5,441,4.9,2,,,2,0,,0,0,0.41,,,0.41,,Matches
103,Massimo Crippa,it ITA,MF,it Parma,32,1965,5,4,418,4.6,0,,,0,0,,2,0,0.00,,,0.00,,Matches
104,Oceano da Cruz,pt POR,MF,pt Sporting CP,35,1962,4,4,347,3.9,2,,,1,1,,2,0,0.52,,,0.26,,Matches
105,Nikos Dabizas,gr GRE,DF,gr Olympiacos,23,1973,5,3,311,3.5,1,,,1,0,,1,0,0.29,,,0.29,,Matches
106,Jon Dahl Tomasson,dk DEN,"FW,MF",eng Newcastle United,20,1976,5,4,410,4.6,0,,,0,0,,1,0,0.00,,,0.00,,Matches
107,Ümit Davala,tr TUR,"DF,MF",tr Galatasaray,24,1973,6,6,425,4.7,0,,,0,0,,1,0,0.00,,,0.00,,Matches
108,Edgar Davids,nl NED,MF,it Juventus,24,1973,5,4,379,4.2,0,,,0,0,,2,0,0.00,,,0.00,,Matches
109,Gilles De Bilde,be BEL,FW,nl PSV,26,1971,6,6,518,5.8,3,,,3,0,,1,0,0.52,,,0.52,,Matches
110,Tim De Keyser,be BEL,DF,be Lierse,18,1978,1,0,20,0.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
111,Filip De Wilde,be BEL,GK,pt Sporting CP,33,1964,6,6,472,5.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
112,Harry Decheiver,nl NED,FW,de Dortmund,27,1970,4,2,245,2.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
113,Marc Degryse,be BEL,FW,nl PSV,31,1965,2,1,61,0.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
114,Alessandro Del Piero,it ITA,"FW,MF",it Juventus,22,1974,10,10,835,9.3,10,,,7,3,,2,0,01.08,,,0.75,,Matches
115,Patrick Deman,be BEL,GK,be Lierse,29,1968,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
116,Raimond van der Gouw,nl NED,GK,eng Manchester Utd,34,1963,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
117,Chris van der Weerden,nl NED,DF,nl PSV,24,1972,2,2,107,1.2,0,,,0,0,,1,1,0.00,,,0.00,,Matches
118,Oktay Derelioğlu,tr TUR,FW,tr Beşiktaş,21,1975,6,6,505,5.6,4,,,4,0,,1,0,0.71,,,0.71,,Matches
119,Didier Deschamps,fr FRA,MF,it Juventus,28,1968,8,8,635,7.1,0,,,0,0,,2,1,0.00,,,0.00,,Matches
120,Angelo Di Livio,it ITA,"DF,MF",it Juventus,31,1966,7,7,460,5.1,0,,,0,0,,0,1,0.00,,,0.00,,Matches
121,Salif Diao,sn SEN,MF,fr Monaco,20,1977,3,1,181,2.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
122,Djibril Diawara,fr FRA,DF,fr Monaco,22,1975,3,3,270,3.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
123,Martin Djetou,fr FRA,"DF,MF",fr Monaco,22,1974,9,9,657,7.3,0,,,0,0,,1,0,0.00,,,0.00,,Matches
124,Yuriy Dmytrulin,ua UKR,DF,ua Dynamo Kyiv,22,1975,8,8,676,7.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
125,Didier Domi,fr FRA,DF,fr Paris Saint-Germain,19,1978,4,4,316,3.5,0,,,0,0,,1,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Ljubinko Drulović,rs SRB,"FW,MF",pt Porto,28,1968,6,4,460,5.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
127,Pierre Ducrocq,fr FRA,"DF,MF",fr Paris Saint-Germain,20,1976,2,1,98,1.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
128,Jerzy Dudek,pl POL,GK,nl Feyenoord,24,1973,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
129,Christophe Dugarry,fr FRA,"FW,MF",es Barcelona,25,1972,3,1,188,2.1,0,,,0,0,,1,0,0.00,,,0.00,,Matches
130,Franck Dumas,fr FRA,"DF,MF",fr Monaco,29,1968,7,7,586,6.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
131,Peter Dzúrik,sk SVK,"DF,MF",sk Košice,28,1968,4,4,360,4.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
132,Jan Willem van Ede,nl NED,GK,nl PSV,34,1963,1,0,1,0.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
133,Claus Eftevaag,no NOR,DF,be Lierse,27,1969,5,5,430,4.8,0,,,0,0,,1,0,0.00,,,0.00,,Matches
134,Johnny Ekström,se SWE,"FW,MF",se Göteborg,32,1965,5,4,306,3.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
135,Giovane Élber,br BRA,FW,de Bayern Munich,25,1972,8,7,647,7.2,3,,,3,0,,1,0,0.42,,,0.42,,Matches
136,Emerson,br BRA,MF,de Leverkusen,21,1976,7,6,534,5.9,4,,,4,0,,3,0,0.67,,,0.67,,Matches
137,Luis Enrique,es ESP,"FW,MF",es Barcelona,27,1970,3,3,270,3.0,3,,,3,0,,0,0,1.00,,,1.00,,Matches
138,Arif Erdem,tr TUR,FW,tr Galatasaray,25,1972,6,3,256,2.8,0,,,0,0,,0,0,0.00,,,0.00,,Matches
139,Emre Eren,tr TUR,DF,tr Beşiktaş,20,1976,2,0,43,0.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
140,Peter Eriksson,se SWE,MF,se Göteborg,28,1969,6,3,313,3.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
141,Magnus Erlingmark,se SWE,DF,se Göteborg,29,1968,5,5,450,5.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
142,Ernest Faber,nl NED,DF,nl PSV,25,1971,5,5,450,5.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
143,Ľubomír Faktor,sk SVK,MF,sk Košice,30,1967,4,0,69,0.8,0,,,0,0,,0,0,0.00,,,0.00,,Matches
144,Wolfgang Feiersinger,at AUT,DF,de Dortmund,32,1965,9,9,825,9.2,0,,,0,0,,2,0,0.00,,,0.00,,Matches
145,Markus Feldhoff,de GER,FW,de Leverkusen,22,1974,3,1,105,1.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
146,Abelardo Fernández,es ESP,DF,es Barcelona,27,1970,2,2,180,2.0,1,,,1,0,,0,0,0.50,,,0.50,,Matches
147,Ciro Ferrara,it ITA,DF,it Juventus,30,1967,5,5,450,5.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
148,Albert Ferrer,es ESP,DF,es Barcelona,27,1970,4,4,360,4.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
149,Luís Figo,pt POR,"FW,MF",es Barcelona,24,1972,5,5,442,4.9,1,,,1,0,,1,0,0.20,,,0.20,,Matches
150,Iulian Filipescu,ro ROU,DF,tr Galatasaray,23,1974,4,4,355,3.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Thorsten Fink,de GER,MF,de Bayern Munich,29,1967,8,4,511,5.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
152,Stefano Fiore,it ITA,MF,it Parma,22,1975,5,2,215,2.4,0,,,0,0,,1,0,0.00,,,0.00,,Matches
153,António Folha,pt POR,"FW,MF",pt Porto,26,1971,3,2,125,1.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
154,Daniel Fonseca,uy URU,FW,it Juventus,27,1969,6,1,185,2.1,1,,,1,0,,0,0,0.49,,,0.49,,Matches
155,Laurent Fournier,fr FRA,MF,fr Paris Saint-Germain,32,1964,5,5,402,4.5,0,,,0,0,,2,0,0.00,,,0.00,,Matches
156,Henk Fräser,nl NED,DF,nl Feyenoord,31,1966,2,2,180,2.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
157,Steffen Freund,de GER,MF,de Dortmund,27,1970,8,7,576,6.4,0,,,0,0,,2,0,0.00,,,0.00,,Matches
158,Martin Frýdek,cz CZE,MF,de Leverkusen,28,1969,3,0,44,0.5,1,,,1,0,,0,0,02.05,,,02.05,,Matches
159,Petr Gabriel,cz CZE,DF,cz Sparta Prague,24,1973,6,3,348,3.9,1,,,1,0,,2,0,0.26,,,0.26,,Matches
160,Dani García,es ESP,FW,es Real Madrid,22,1974,1,0,10,0.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
161,Jean-Paul van Gastel,nl NED,MF,nl Feyenoord,25,1972,6,6,540,6.0,2,,,1,1,,0,0,0.33,,,0.17,,Matches
162,Franck Gava,fr FRA,MF,fr Paris Saint-Germain,27,1970,6,6,512,5.7,2,,,2,0,,1,0,0.35,,,0.35,,Matches
163,Grigoris Georgatos,gr GRE,"DF,MF",gr Olympiacos,24,1972,6,5,399,4.4,1,,,1,0,,1,0,0.23,,,0.23,,Matches
164,Aleksei Gerasimenko,ru RUS,"FW,MF",ua Dynamo Kyiv,26,1970,2,2,158,1.8,0,,,0,0,,1,0,0.00,,,0.00,,Matches
165,Frank Gerster,de GER,MF,de Bayern Munich,21,1976,1,0,33,0.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
166,Stelios Giannakopoulos,gr GRE,"FW,MF",gr Olympiacos,23,1974,5,3,238,2.6,1,,,1,0,,0,0,0.38,,,0.38,,Matches
167,Ryan Giggs,wls WAL,"FW,MF",eng Manchester Utd,23,1973,5,5,435,4.8,1,,,1,0,,1,0,0.21,,,0.21,,Matches
168,Keith Gillespie,nir NIR,"FW,MF",eng Newcastle United,22,1975,5,5,450,5.0,0,,,0,0,,3,0,0.00,,,0.00,,Matches
169,Giovanni,br BRA,"FW,MF",es Barcelona,25,1972,3,3,210,2.3,2,,,2,0,,0,0,0.86,,,0.86,,Matches
170,Federico Giunti,it ITA,MF,it Parma,25,1971,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
171,Shay Given,ie IRL,GK,eng Newcastle United,21,1976,4,4,360,4.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
172,Ulrich van Gobbel,nl NED,DF,nl Feyenoord,26,1971,6,6,511,5.7,0,,,0,0,,1,0,0.00,,,0.00,,Matches
173,Siniša Gogić,cy CYP,FW,gr Olympiacos,33,1963,3,0,53,0.6,0,,,0,0,,0,0,0.00,,,0.00,,Matches
174,Edmilson Gonçalves Pimenta,br BRA,"FW,MF",fr Paris Saint-Germain,25,1971,3,2,122,1.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
175,Mehmet Gönülaçar,tr TUR,MF,tr Galatasaray,25,1972,1,0,12,0.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Patricio Graff,ar ARG,DF,nl Feyenoord,21,1975,4,4,303,3.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
177,Pep Guardiola,es ESP,MF,es Barcelona,26,1971,3,2,146,1.6,0,,,0,0,,0,0,0.00,,,0.00,,Matches
178,Vincent Guérin,fr FRA,MF,fr Paris Saint-Germain,31,1965,3,1,126,1.4,0,,,0,0,,1,0,0.00,,,0.00,,Matches
179,Ole Gunnar Solskjær,no NOR,FW,eng Manchester Utd,24,1973,6,3,269,3.0,1,,,1,0,,1,0,0.33,,,0.33,,Matches
180,Guti,es ESP,"FW,MF",es Real Madrid,20,1976,2,0,32,0.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
181,Philip Haagdoren,be BEL,"FW,MF",be Lierse,27,1970,6,6,516,5.7,1,,,1,0,,1,0,0.17,,,0.17,,Matches
182,Mustapha Hadji,ma MAR,MF,pt Sporting CP,25,1971,5,5,395,4.4,2,,,2,0,,0,0,0.46,,,0.46,,Matches
