Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
56,Sérgio Conceição,pt POR,MF,pt Porto,21,1974,7,6,565,6.3,0,,,0,0,,2,0,0.00,,,0.00,,Matches
57,Antonio Conte,it ITA,MF,it Juventus,27,1969,3,2,185,2.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
58,Fabien Cool,fr FRA,GK,fr Auxerre,23,1972,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
59,Costa,pt POR,MF,pt Porto,22,1973,1,1,25,0.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
60,Jorge Costa,pt POR,DF,pt Porto,24,1971,7,7,630,7.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
61,Alessandro Costacurta,it ITA,DF,it Milan,30,1966,5,5,450,5.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
62,Jordi Cruyff,nl NED,"FW,MF",eng Manchester Utd,22,1974,4,3,228,2.5,0,,,0,0,,1,0,0.00,,,0.00,,Matches
63,Tiberiu Csik,ro ROU,DF,ro Steaua,24,1971,5,5,450,5.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
64,Ryszard Czerwiec,pl POL,MF,pl Widzew Łódź,28,1968,4,4,360,4.0,1,,,1,0,,0,0,0.25,,,0.25,,Matches
65,Dani,pt POR,"FW,MF",nl Ajax,19,1976,5,1,182,2.0,3,,,3,0,,0,0,1.48,,,1.48,,Matches
66,Frédéric Danjou,fr FRA,DF,fr Auxerre,21,1974,7,7,630,7.0,1,,,1,0,,1,0,0.14,,,0.14,,Matches
67,Tarık Daşgün,tr TUR,"FW,MF",tr Fenerbahçe,22,1973,5,2,202,2.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
68,Edgar Davids,nl NED,MF,it Milan,23,1973,4,3,284,3.2,1,,,1,0,,1,0,0.32,,,0.32,,Matches
69,Alessandro Del Piero,it ITA,"FW,MF",it Juventus,21,1974,6,5,443,4.9,4,,,3,1,,0,0,0.81,,,0.61,,Matches
70,Jacek Dembiński,pl POL,FW,pl Widzew Łódź,26,1969,6,6,538,6.0,2,,,2,0,,1,0,0.33,,,0.33,,Matches
71,Thomas Deniaud,fr FRA,"DF,FW",fr Auxerre,24,1971,2,2,176,2.0,3,,,3,0,,0,0,1.53,,,1.53,,Matches
72,Raimond van der Gouw,nl NED,GK,eng Manchester Utd,33,1963,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
73,Edwin van der Sar,nl NED,GK,nl Ajax,25,1970,10,10,930,10.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
74,Marcel Desailly,fr FRA,"DF,MF",it Milan,27,1968,5,5,441,4.9,0,,,0,0,,2,0,0.00,,,0.00,,Matches
75,Didier Deschamps,fr FRA,MF,it Juventus,27,1968,10,10,885,9.8,0,,,0,0,,1,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Angelo Di Livio,it ITA,"DF,MF",it Juventus,30,1966,11,9,769,8.5,0,,,0,0,,1,0,0.00,,,0.00,,Matches
77,Bernard Diomède,fr FRA,"FW,MF",fr Auxerre,22,1974,7,7,602,6.7,1,,,1,0,,1,0,0.15,,,0.15,,Matches
78,Mustafa Doğan,de GER,DF,tr Fenerbahçe,20,1976,3,0,63,0.7,0,,,0,0,,1,0,0.00,,,0.00,,Matches
79,Ljubinko Drulović,rs SRB,"FW,MF",pt Porto,27,1968,8,6,511,5.7,1,,,1,0,,1,0,0.18,,,0.18,,Matches
80,Christophe Dugarry,fr FRA,"FW,MF",it Milan,24,1972,3,1,112,1.2,1,,,1,0,,1,0,0.80,,,0.80,,Matches
81,Gordon Durie,sct SCO,FW,sct Rangers,30,1965,2,2,144,1.6,0,,,0,0,,0,0,0.00,,,0.00,,Matches
82,Ian Durrant,sct SCO,MF,sct Rangers,29,1966,2,1,96,1.1,1,,,1,0,,0,0,0.94,,,0.94,,Matches
83,Trond Egil Soltvedt,no NOR,MF,no Rosenborg,29,1967,8,8,720,8.0,2,,,2,0,,1,0,0.25,,,0.25,,Matches
84,Stefano Eranio,it ITA,MF,it Milan,29,1966,4,1,203,2.3,0,,,0,0,,2,0,0.00,,,0.00,,Matches
85,Peter Eriksson,se SWE,MF,se Göteborg,27,1969,3,2,179,2.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
86,Magnus Erlingmark,se SWE,DF,se Göteborg,28,1968,6,6,540,6.0,2,,,2,0,,0,0,0.33,,,0.33,,Matches
87,Juan Esnáider,ar ARG,FW,es Atlético Madrid,23,1973,8,8,702,7.8,3,,,3,0,,1,0,0.38,,,0.38,,Matches
88,Antonio Esposito,ch SUI,MF,ch Grasshopper,23,1972,6,6,451,5.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
89,Wolfgang Feiersinger,at AUT,DF,de Dortmund,31,1965,7,5,472,5.2,0,,,0,0,,1,0,0.00,,,0.00,,Matches
90,Ian Ferguson,sct SCO,MF,sct Rangers,29,1967,3,2,199,2.2,0,,,0,0,,1,0,0.00,,,0.00,,Matches
91,Ciro Ferrara,it ITA,DF,it Juventus,29,1967,11,10,913,10.1,0,,,0,0,,1,0,0.00,,,0.00,,Matches
92,Iulian Filipescu,ro ROU,DF,ro Steaua,22,1974,2,2,180,2.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
93,António Folha,pt POR,"FW,MF",pt Porto,25,1971,3,0,47,0.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
94,Roberto Fresnedoso,es ESP,MF,es Atlético Madrid,23,1973,2,1,99,1.1,1,,,1,0,,1,0,0.91,,,0.91,,Matches
95,Steffen Freund,de GER,MF,de Dortmund,26,1970,1,0,1,0.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
96,Filippo Galli,it ITA,DF,it Milan,33,1963,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
97,Harald Gämperle,ch SUI,DF,ch Grasshopper,28,1968,3,2,181,2.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
98,Paul Gascoigne,eng ENG,MF,sct Rangers,29,1967,3,3,209,2.3,1,,,1,0,,1,1,0.43,,,0.43,,Matches
99,Delfí Geli,es ESP,DF,es Atlético Madrid,27,1969,8,8,712,7.9,0,,,0,0,,1,0,0.00,,,0.00,,Matches
100,Daniel Gherasim,ro ROU,GK,ro Steaua,31,1964,2,2,136,1.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Ryan Giggs,wls WAL,"FW,MF",eng Manchester Utd,22,1973,7,6,522,5.8,2,,,2,0,,0,0,0.34,,,0.34,,Matches
102,Alain Goma,fr FRA,DF,fr Auxerre,23,1972,7,7,630,7.0,0,,,0,0,,3,0,0.00,,,0.00,,Matches
103,Edmilson Gonçalves Pimenta,br BRA,"FW,MF",pt Porto,24,1971,8,8,680,7.6,2,,,2,0,,1,0,0.26,,,0.26,,Matches
104,Andy Goram,sct SCO,GK,sct Rangers,32,1964,4,4,360,4.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
105,Richard Gough,sct SCO,DF,sct Rangers,34,1962,5,5,450,5.0,1,,,1,0,,1,0,0.20,,,0.20,,Matches
106,Mats Gren,se SWE,DF,ch Grasshopper,32,1963,6,6,540,6.0,1,,,1,0,,0,0,0.17,,,0.17,,Matches
107,Peter Guggi,at AUT,"DF,MF",at Rapid Wien,28,1967,2,1,65,0.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
108,Ole Gunnar Solskjær,no NOR,FW,eng Manchester Utd,23,1973,10,8,662,7.4,1,,,1,0,,2,0,0.14,,,0.14,,Matches
109,Bernt Haas,ch SUI,DF,ch Grasshopper,18,1978,5,5,450,5.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
110,Vegard Heggem,no NOR,"DF,MF",no Rosenborg,21,1975,8,6,555,6.2,1,,,1,0,,0,0,0.16,,,0.16,,Matches
111,Jörg Heinrich,de GER,"DF,MF",de Dortmund,26,1969,10,10,878,9.8,1,,,1,0,,3,0,0.10,,,0.10,,Matches
112,Christian Henna,fr FRA,MF,fr Auxerre,24,1972,6,6,496,5.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
113,Andreas Heraf,at AUT,MF,at Rapid Wien,28,1967,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
114,Heiko Herrlich,de GER,FW,de Dortmund,24,1971,9,5,483,5.4,3,,,3,0,,1,0,0.56,,,0.56,,Matches
115,Henrique Hilário,pt POR,GK,pt Porto,20,1975,5,5,450,5.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
116,Erik Hoftun,no NOR,DF,no Rosenborg,27,1969,8,8,720,8.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
117,Jes Høgh,dk DEN,DF,tr Fenerbahçe,30,1966,6,6,525,5.8,1,,,1,0,,0,0,0.17,,,0.17,,Matches
118,Halil İbrahim Kara,tr TUR,MF,tr Fenerbahçe,23,1972,3,3,270,3.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
119,Adrian Ilie,ro ROU,"FW,MF",ro Steaua,22,1974,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
120,Sabin Ilie,ro ROU,FW,ro Steaua,21,1975,6,5,380,4.2,2,,,1,1,,0,0,0.47,,,0.24,,Matches
121,Denis Irwin,ie IRL,DF,eng Manchester Utd,30,1965,8,8,711,7.9,0,,,0,0,,1,0,0.00,,,0.00,,Matches
122,Mark Iuliano,it ITA,DF,it Juventus,22,1973,6,5,458,5.1,0,,,0,0,,2,0,0.00,,,0.00,,Matches
123,Trifon Ivanov,bg BUL,DF,at Rapid Wien,31,1965,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
124,Steffen Iversen,no NOR,FW,no Rosenborg,19,1976,6,6,540,6.0,1,,,1,0,,1,0,0.17,,,0.17,,Matches
125,Mini Jakobsen,no NOR,"FW,MF",no Rosenborg,30,1965,6,5,401,4.5,1,,,1,0,,0,1,0.22,,,0.22,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Jørn Jamtfall,no NOR,GK,no Rosenborg,30,1966,8,8,720,8.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
127,Mário Jardel,br BRA,FW,pt Porto,22,1973,8,3,430,4.8,4,,,4,0,,0,0,0.84,,,0.84,,Matches
128,Frédéric Jay,fr FRA,DF,fr Auxerre,19,1976,1,0,20,0.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
129,Magnus Johansson,se SWE,DF,se Göteborg,24,1971,3,1,167,1.9,0,,,0,0,,1,0,0.00,,,0.00,,Matches
130,Ronny Johnsen,no NOR,DF,eng Manchester Utd,27,1969,9,9,739,8.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
131,Rui Jorge,pt POR,DF,pt Porto,23,1973,2,2,180,2.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
132,Patrick Jovanovic,at AUT,DF,at Rapid Wien,22,1973,4,0,102,1.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
133,Mariano Juan,ar ARG,MF,nl Ajax,20,1976,3,2,163,1.8,0,,,0,0,,0,0,0.00,,,0.00,,Matches
134,Vladimir Jugović,rs SRB,MF,it Juventus,26,1969,7,7,625,6.9,0,,,0,0,,2,0,0.00,,,0.00,,Matches
135,Tom Kåre Staurvik,no NOR,MF,no Rosenborg,26,1970,3,0,80,0.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
136,Roy Keane,ie IRL,MF,eng Manchester Utd,24,1971,6,6,526,5.8,0,,,0,0,,2,0,0.00,,,0.00,,Matches
137,Kiko,es ESP,FW,es Atlético Madrid,24,1972,7,7,625,6.9,2,,,2,0,,2,0,0.29,,,0.29,,Matches
138,Jovan Kirovski,us USA,FW,de Dortmund,20,1976,2,0,27,0.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
139,Stefan Klos,de GER,GK,de Dortmund,24,1971,11,11,990,11.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
140,Patrick Kluivert,nl NED,FW,nl Ajax,20,1976,4,4,360,4.0,2,,,2,0,,2,0,0.50,,,0.50,,Matches
141,Jürgen Kohler,de GER,DF,de Dortmund,30,1965,8,8,720,8.0,1,,,1,0,,2,0,0.12,,,0.12,,Matches
142,Marcel Koller,ch SUI,MF,ch Grasshopper,35,1960,2,0,4,0.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
143,Michael Konsel,at AUT,GK,at Rapid Wien,34,1962,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
144,Tayfun Korkut,tr TUR,"DF,MF",tr Fenerbahçe,22,1974,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
145,Emil Kostadinov,bg BUL,"FW,MF",tr Fenerbahçe,28,1967,4,4,353,3.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
146,Martin Kree,de GER,DF,de Dortmund,31,1965,7,6,563,6.3,0,,,0,0,,1,0,0.00,,,0.00,,Matches
147,Dietmar Kühbauer,at AUT,MF,at Rapid Wien,25,1971,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
148,Marius Lăcătuș,ro ROU,"FW,MF",ro Steaua,32,1964,4,4,335,3.7,0,,,0,0,,2,0,0.00,,,0.00,,Matches
149,Paul Lambert,sct SCO,MF,de Dortmund,26,1969,11,11,924,10.3,1,,,1,0,,1,0,0.10,,,0.10,,Matches
150,Sabri Lamouchi,fr FRA,MF,fr Auxerre,24,1971,5,5,443,4.9,1,,,1,0,,1,0,0.20,,,0.20,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Stefan Landberg,se SWE,MF,se Göteborg,26,1970,6,6,452,5.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
152,Lilian Laslandes,fr FRA,FW,fr Auxerre,24,1971,5,5,396,4.4,1,,,1,0,,1,0,0.23,,,0.23,,Matches
153,Brian Laudrup,dk DEN,"FW,MF",sct Rangers,27,1969,4,4,351,3.9,0,,,0,0,,1,0,0.00,,,0.00,,Matches
154,Fabrice Lepaul,fr FRA,FW,fr Auxerre,19,1976,3,1,89,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
155,Andrzej Lesiak,pl POL,DF,at Rapid Wien,30,1966,4,4,360,4.0,1,,,1,0,,2,0,0.25,,,0.25,,Matches
156,Mats Lilienberg,se SWE,FW,se Göteborg,26,1969,1,0,16,0.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
157,Stefan Lindqvist,se SWE,MF,se Göteborg,29,1967,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
158,Jari Litmanen,fi FIN,"FW,MF",nl Ajax,25,1971,7,6,514,5.7,2,,,2,0,,0,0,0.35,,,0.35,,Matches
159,Tomas Locatelli,it ITA,"FW,MF",it Milan,20,1976,2,1,85,0.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
160,Attilio Lombardo,it ITA,MF,it Juventus,30,1966,6,2,245,2.7,1,,,1,0,,0,0,0.37,,,0.37,,Matches
161,Massimo Lombardo,ch SUI,MF,ch Grasshopper,23,1973,6,5,464,5.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
162,Teddy Lučić,se SWE,DF,se Göteborg,23,1973,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
163,José Luis Caminero,es ESP,"FW,MF",es Atlético Madrid,28,1967,4,4,346,3.8,0,,,0,0,,1,0,0.00,,,0.00,,Matches
164,Lula,br BRA,DF,pt Porto,30,1966,2,2,180,2.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
165,Joël Magnin,ch SUI,MF,ch Grasshopper,25,1971,6,3,278,3.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
166,Sławomir Majak,pl POL,"FW,MF",pl Widzew Łódź,27,1969,6,6,540,6.0,1,,,1,0,,1,0,0.17,,,0.17,,Matches
167,Paolo Maldini,it ITA,DF,it Milan,28,1968,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
168,Sergei Mandreko,xc CIS,MF,at Rapid Wien,24,1971,3,1,136,1.5,0,,,0,0,,1,0,0.00,,,0.00,,Matches
169,Juan Manuel López,es ESP,DF,es Atlético Madrid,26,1969,7,1,185,2.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
170,Steve Marlet,fr FRA,"FW,MF",fr Auxerre,22,1974,4,3,280,3.1,2,,,2,0,,0,0,0.64,,,0.64,,Matches
171,Mikael Martinsson,se SWE,FW,se Göteborg,30,1966,4,0,27,0.3,0,,,0,0,,1,0,0.00,,,0.00,,Matches
172,David May,eng ENG,DF,eng Manchester Utd,26,1970,8,7,697,7.7,1,,,1,0,,0,0,0.13,,,0.13,,Matches
173,Stuart McCall,sct SCO,MF,sct Rangers,32,1964,2,2,180,2.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
174,Brian McClair,sct SCO,"FW,MF",eng Manchester Utd,32,1963,3,0,136,1.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
175,Ally McCoist,sct SCO,FW,sct Rangers,33,1962,4,2,194,2.2,2,,,1,1,,1,0,0.93,,,0.46,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Derek McInnes,sct SCO,MF,sct Rangers,25,1971,5,4,373,4.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
177,Mario Melchiot,nl NED,DF,nl Ajax,19,1976,9,7,715,7.9,1,,,1,0,,1,0,0.13,,,0.13,,Matches
178,Fernando Mendes,pt POR,DF,pt Porto,29,1966,7,7,547,6.1,0,,,0,0,,1,0,0.00,,,0.00,,Matches
179,Paweł Miąszkiewicz,pl POL,MF,pl Widzew Łódź,24,1971,3,1,115,1.3,0,,,0,0,,1,0,0.00,,,0.00,,Matches
180,Radosław Michalski,pl POL,"DF,MF",pl Widzew Łódź,26,1969,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
181,Grzegorz Mielcarski,pl POL,FW,pt Porto,25,1971,1,0,39,0.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
182,Andriy Mikhalchuk,ua UKR,"DF,MF",pl Widzew Łódź,28,1967,5,5,438,4.9,0,,,0,0,,2,0,0.00,,,0.00,,Matches
