Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
27,Nuno André Coelho,pt POR,DF,pt Porto,23,1986,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
28,Nicolas Anelka,fr FRA,FW,eng Chelsea,30,1979,7,6,548,6.1,3,0,3,3,0,0,0,0,0.49,0.00,0.49,0.49,0.49,Matches
29,Arnor Angeli,be BEL,MF,be Standard Liège,18,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
30,Cristian Ansaldi,ar ARG,"DF,MF",ru Rubin Kazan,22,1986,5,5,450,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
31,Luca Antonini,it ITA,"DF,MF",it Milan,26,1982,2,2,128,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
32,José Antonio Reyes,es ESP,MF,es Atlético Madrid,25,1983,5,1,122,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
33,Iulian Apostol,ro ROU,MF,ro Unirea Urziceni,28,1980,6,6,536,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
34,Alberto Aquilani,it ITA,MF,eng Liverpool,25,1984,2,1,77,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
35,Shlomi Arbeitman,il ISR,FW,il Maccabi Haifa,24,1985,6,2,252,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
36,Álvaro Arbeloa,es ESP,DF,es Real Madrid,26,1983,6,6,502,5.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
37,Ari,ru RUS,FW,nl AZ Alkmaar,23,1985,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
38,Hakan Arıkan,tr TUR,GK,tr Beşiktaş,26,1982,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
39,Giedrius Arlauskis,lt LTU,GK,ro Unirea Urziceni,21,1987,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
40,Helton Arruda,br BRA,GK,pt Porto,31,1978,7,7,630,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
41,Andrey Arshavin,ru RUS,"FW,MF",eng Arsenal,28,1981,6,6,448,5.0,1,4,5,1,0,0,1,0,0.20,0.80,1.00,0.20,1.00,Matches
42,Sergio Asenjo,es ESP,GK,es Atlético Madrid,20,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
43,Paulo Assunção,br BRA,MF,es Atlético Madrid,29,1980,5,5,414,4.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
44,Fábio Aurélio,br BRA,"DF,MF",eng Liverpool,29,1979,5,2,249,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
45,Vlada Avramov,rs SRB,GK,it Fiorentina,30,1979,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
46,Ryan Babel,nl NED,"FW,MF",eng Liverpool,22,1986,3,0,50,0.6,1,0,1,1,0,0,0,0,1.80,0.00,1.80,1.80,1.80,Matches
47,Holger Badstuber,de GER,DF,de Bayern Munich,20,1989,12,12,"1,08",12.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
48,Tiberiu Bălan,ro ROU,MF,ro Unirea Urziceni,28,1981,6,5,301,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Michael Ballack,de GER,MF,eng Chelsea,32,1976,6,5,431,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
50,Mario Balotelli,it ITA,FW,it Inter,18,1990,8,2,269,3.0,1,1,2,1,0,0,2,1,0.33,0.33,0.67,0.33,0.67,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Yevgeni Balyaikin,ru RUS,MF,ru Rubin Kazan,21,1988,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
52,Heinz Barmettler,do DOM,DF,ch Zürich,22,1987,3,3,270,3.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
53,Kyle Bartley,eng ENG,DF,eng Arsenal,18,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
54,Andrea Barzagli,it ITA,DF,de Wolfsburg,28,1981,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
55,Michel Bastos,br BRA,"DF,MF",fr Lyon,25,1983,9,7,537,6.0,2,1,3,2,0,0,1,0,0.34,0.17,0.50,0.34,0.50,Matches
56,DaMarcus Beasley,us USA,"DF,FW",sct Rangers,27,1982,2,1,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
57,David Beckham,eng ENG,MF,it Milan,34,1975,2,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
58,Juliano Belletti,br BRA,"DF,MF",eng Chelsea,33,1976,5,4,351,3.9,0,1,1,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,Matches
59,David Bellion,fr FRA,FW,fr Bordeaux,26,1982,3,1,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
60,Fernando Belluschi,ar ARG,MF,pt Porto,25,1983,4,2,167,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
61,Hatem Ben Arfa,fr FRA,"FW,MF",fr Marseille,22,1987,3,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
62,Diego Benaglio,ch SUI,GK,de Wolfsburg,25,1983,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
63,Yossi Benayoun,il ISR,MF,eng Liverpool,29,1980,6,5,456,5.1,2,1,3,2,0,0,0,0,0.39,0.20,0.59,0.39,0.59,Matches
64,Nicklas Bendtner,dk DEN,FW,eng Arsenal,21,1988,5,5,443,4.9,5,1,6,4,1,1,1,0,01.02,0.20,1.22,0.81,01.02,Matches
65,Karim Benzema,fr FRA,FW,es Real Madrid,21,1987,5,3,315,3.5,1,1,2,1,0,0,0,0,0.29,0.29,0.57,0.29,0.57,Matches
66,Dimitar Berbatov,bg BUL,FW,eng Manchester Utd,28,1981,6,1,241,2.7,0,1,1,0,0,0,1,0,0.00,0.37,0.37,0.00,0.37,Matches
67,Aleksei Berezutski,ru RUS,DF,ru CSKA Moscow,27,1982,9,9,765,8.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
68,Vasili Berezutski,ru RUS,DF,ru CSKA Moscow,27,1982,10,10,818,9.1,1,0,1,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches
69,Csaba Bernáth,hu HUN,DF,hu Debrecen,30,1979,1,0,38,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
70,Betão,br BRA,DF,ua Dynamo Kyiv,25,1983,5,2,218,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
71,Beto,pt POR,GK,pt Porto,27,1982,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
72,Marius Bilașco,ro ROU,"FW,MF",ro Unirea Urziceni,28,1981,6,6,514,5.7,1,1,2,1,0,0,2,0,0.18,0.18,0.35,0.18,0.35,Matches
73,Bobô,br BRA,FW,tr Beşiktaş,24,1985,5,4,367,4.1,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches
74,Garry Bocaly,fr FRA,DF,fr Marseille,21,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
75,Gustavo Boccoli,br BRA,MF,il Maccabi Haifa,31,1978,4,3,256,2.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Mathieu Bodmer,fr FRA,"DF,MF",fr Lyon,26,1982,2,1,103,1.1,0,1,1,0,0,0,0,0,0.00,0.87,0.87,0.00,0.87,Matches
77,László Bodnár,hu HUN,DF,hu Debrecen,30,1979,6,6,502,5.6,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches
78,Stanislav Bohush,ua UKR,GK,ua Dynamo Kyiv,25,1983,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Arthur Boka,ci CIV,DF,de Stuttgart,26,1983,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Sinan Bolat,tr TUR,GK,be Standard Liège,20,1988,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
81,Mario Bolatti,ar ARG,MF,it Fiorentina,24,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
82,Mark van Bommel,nl NED,MF,de Bayern Munich,32,1977,10,10,888,9.9,1,1,2,1,0,0,4,0,0.10,0.10,0.20,0.10,0.20,Matches
83,Daniele Bonera,it ITA,DF,it Milan,28,1981,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
84,Laurent Bonnart,fr FRA,DF,fr Marseille,29,1979,4,4,360,4.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
85,Valeriu Bordeanu,ro ROU,DF,ro Unirea Urziceni,32,1977,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
86,Fabio Borini,it ITA,"FW,MF",eng Chelsea,18,1991,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
87,Marco Borriello,it ITA,FW,it Milan,27,1982,5,4,352,3.9,1,0,1,1,0,0,0,0,0.26,0.00,0.26,0.26,0.26,Matches
88,Madjid Bougherra,dz ALG,DF,sct Rangers,26,1982,3,3,270,3.0,1,0,1,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches
89,Khalid Boulahrouz,nl NED,DF,de Stuttgart,27,1981,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
90,Jean-Alain Boumsong,fr FRA,DF,fr Lyon,29,1979,6,6,482,5.4,0,1,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches
91,Kris Boyd,sct SCO,FW,sct Rangers,25,1983,2,1,107,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
92,Edson Braafheid,nl NED,DF,de Bayern Munich,26,1983,2,2,149,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
93,Pablo Brandán,ar ARG,"DF,MF",ro Unirea Urziceni,26,1983,6,6,540,6.0,1,1,2,1,0,0,2,0,0.17,0.17,0.33,0.17,0.33,Matches
94,Brandão,br BRA,FW,fr Marseille,29,1980,6,5,465,5.2,1,0,1,1,0,0,3,0,0.19,0.00,0.19,0.19,0.19,Matches
95,Raúl Bravo,es ESP,DF,gr Olympiacos,28,1981,8,8,720,8.0,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches
96,Mário Breška,sk SVK,"FW,MF",cy APOEL FC,29,1979,4,0,89,1.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
97,Joost Broerse,nl NED,"DF,MF",cy APOEL FC,30,1979,4,3,289,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
98,Wes Brown,eng ENG,DF,eng Manchester Utd,29,1979,4,2,214,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
99,Gianluigi Buffon,it ITA,GK,it Juventus,31,1978,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
100,Aleksandr Bukharov,ru RUS,FW,ru Rubin Kazan,24,1985,4,3,297,3.3,0,1,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Sergio Busquets,es ESP,MF,es Barcelona,21,1988,10,8,692,7.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
102,Hans-Jörg Butt,de GER,GK,de Bayern Munich,35,1974,13,13,"1,17",13.0,1,0,1,0,1,1,0,0,0.08,0.00,0.08,0.00,0.00,Matches
103,Pyotr Bystrov,ru RUS,MF,ru Rubin Kazan,30,1979,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
104,Cacau,de GER,FW,de Stuttgart,28,1981,6,5,427,4.7,1,1,2,1,0,0,1,0,0.21,0.21,0.42,0.21,0.42,Matches
105,Martín Cáceres,uy URU,DF,it Juventus,22,1987,5,4,415,4.6,0,1,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,Matches
106,Cala,es ESP,DF,es Sevilla,19,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
107,Ignacio Camacho,es ESP,MF,es Atlético Madrid,19,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
108,Igor de Camargo,be BEL,"FW,MF",be Standard Liège,26,1983,5,4,388,4.3,1,0,1,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches
109,Esteban Cambiasso,ar ARG,MF,it Inter,28,1980,12,11,924,10.3,1,0,1,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches
110,Mauro Camoranesi,it ITA,MF,it Juventus,32,1976,6,5,466,5.2,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches
111,Marcos Camozzato,br BRA,DF,be Standard Liège,26,1983,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
112,Sol Campbell,eng ENG,"DF,FW",eng Arsenal,34,1974,2,2,180,2.0,1,0,1,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches
113,Fabio Cannavaro,it ITA,DF,it Juventus,35,1973,3,3,247,2.7,0,1,1,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36,Matches
114,Diego Capel,es ESP,MF,es Sevilla,21,1988,6,5,335,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
115,Mehdi Carcela,ma MAR,"FW,MF",be Standard Liège,20,1989,5,4,395,4.4,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
116,Jamie Carragher,eng ENG,"DF,MF",eng Liverpool,31,1978,5,5,450,5.0,0,1,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches
117,Cédric Carrasso,fr FRA,GK,fr Bordeaux,27,1981,9,9,775,8.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
118,Michael Carrick,eng ENG,MF,eng Manchester Utd,28,1981,8,8,501,5.6,1,0,1,1,0,0,1,1,0.18,0.00,0.18,0.18,0.18,Matches
119,Daniel Carvalho,br BRA,MF,ru CSKA Moscow,26,1983,2,0,19,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Ricardo Carvalho,pt POR,DF,eng Chelsea,31,1978,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Iker Casillas,es ESP,GK,es Real Madrid,28,1981,8,8,720,8.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
122,Diego Cavalieri,br BRA,GK,eng Liverpool,26,1982,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
123,Fernando Cavenaghi,ar ARG,FW,fr Bordeaux,25,1983,3,2,155,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Dudu Cearense,br BRA,MF,gr Olympiacos,26,1983,6,6,536,6.0,0,1,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches
125,Petr Čech,cz CZE,GK,eng Chelsea,27,1982,6,6,512,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Stefano Celozzi,de GER,DF,de Stuttgart,20,1988,5,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
127,Júlio César,br BRA,GK,it Inter,29,1979,13,13,"1,17",13.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Matthieu Chalmé,fr FRA,DF,fr Bordeaux,28,1980,9,8,732,8.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Marouane Chamakh,ma MAR,FW,fr Bordeaux,25,1984,9,9,810,9.0,5,0,5,5,0,0,1,0,0.56,0.00,0.56,0.56,0.56,Matches
130,Constantinos Charalambidis,cy CYP,MF,cy APOEL FC,28,1981,5,5,422,4.7,0,1,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Matches
131,Benoît Cheyrou,fr FRA,MF,fr Marseille,28,1981,6,6,509,5.7,1,1,2,1,0,0,1,0,0.18,0.18,0.35,0.18,0.35,Matches
132,Giorgio Chiellini,it ITA,DF,it Juventus,24,1984,4,4,360,4.0,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches
133,Dionisis Chiotis,gr GRE,GK,cy APOEL FC,32,1977,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Cristian Chivu,ro ROU,DF,it Inter,28,1980,9,7,607,6.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Michaël Ciani,fr FRA,DF,fr Bordeaux,25,1984,9,9,810,9.0,3,0,3,3,0,0,2,0,0.33,0.00,0.33,0.33,0.33,Matches
136,Édouard Cissé,fr FRA,MF,fr Marseille,31,1978,5,4,337,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
137,Aly Cissokho,fr FRA,DF,fr Lyon,21,1987,12,12,"1,023",11.4,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches
138,François Clerc,fr FRA,DF,fr Lyon,26,1983,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
139,Gaël Clichy,fr FRA,DF,eng Arsenal,24,1985,7,7,630,7.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Ashley Cole,eng ENG,DF,eng Chelsea,28,1980,4,4,345,3.8,0,1,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches
141,Joe Cole,eng ENG,MF,eng Chelsea,27,1981,5,2,212,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Gianluca Comotto,it ITA,DF,it Fiorentina,30,1978,6,5,453,5.0,0,1,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches
143,Diego Contento,de GER,DF,de Bayern Munich,19,1990,3,2,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Iván Córdoba,co COL,DF,it Inter,32,1976,2,0,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
145,Ricardo Costa,pt POR,DF,de Wolfsburg,28,1981,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
146,Tomás Costa,ar ARG,MF,pt Porto,24,1985,3,1,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
147,Adamo Coulibaly,fr FRA,FW,hu Debrecen,27,1981,6,4,425,4.7,2,0,2,2,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches
148,Cris,br BRA,DF,fr Lyon,32,1977,12,12,"1,002",11.1,0,2,2,0,0,0,3,1,0.00,0.18,0.18,0.00,0.18,Matches
149,Thomas Cruise,eng ENG,DF,eng Arsenal,18,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
150,Jhon Culma,co COL,MF,il Maccabi Haifa,28,1981,5,5,384,4.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Cyriac,ci CIV,FW,be Standard Liège,18,1990,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
152,Péter Czvitkovics,hu HUN,MF,hu Debrecen,26,1983,6,6,540,6.0,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches
153,Ekrem Dağ,at AUT,MF,tr Beşiktaş,28,1980,6,6,518,5.8,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches
154,Felipe dal Belo,br BRA,DF,it Fiorentina,25,1984,2,1,94,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
155,Wilfried Dalmat,mf SMN,"FW,MF",be Standard Liège,27,1982,5,5,350,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
156,Stephen Darby,eng ENG,DF,eng Liverpool,20,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
