Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
19,Sedat Balkanlı,tr TUR,DF,tr Galatasaray,29,1965,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
20,Franco Baresi,it ITA,DF,it Milan,34,1960,11,11,917,10.2,0,,,0,0,,1,0,0.00,,,0.00,,Matches
21,Sergi Barjuán,es ESP,DF,es Barcelona,22,1971,8,8,720,8.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
22,David Beckham,eng ENG,MF,eng Manchester Utd,19,1975,1,1,90,1.0,1,,,1,0,,0,0,1.00,,,1.00,,Matches
23,Txiki Begiristain,es ESP,"FW,MF",es Barcelona,29,1964,6,5,352,3.9,0,,,0,0,,1,0,0.00,,,0.00,,Matches
24,Paulo Bento,pt POR,MF,pt Benfica,25,1969,3,2,203,2.3,0,,,0,0,,1,0,0.00,,,0.00,,Matches
25,Joachim Björklund,se SWE,DF,se Göteborg,23,1971,7,7,630,7.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Danny Blind,nl NED,DF,nl Ajax,32,1961,10,10,900,10.0,0,,,0,0,,4,0,0.00,,,0.00,,Matches
27,Jesper Blomqvist,se SWE,"DF,MF",se Göteborg,20,1974,7,7,627,7.0,2,,,2,0,,0,0,0.29,,,0.29,,Matches
28,Zvonimir Boban,hr CRO,MF,it Milan,25,1968,9,9,770,8.6,1,,,1,0,,2,0,0.12,,,0.12,,Matches
29,Frank de Boer,nl NED,DF,nl Ajax,24,1970,10,10,900,10.0,2,,,2,0,,2,0,0.20,,,0.20,,Matches
30,Ronald de Boer,nl NED,"FW,MF",nl Ajax,24,1970,10,10,871,9.7,2,,,2,0,,0,0,0.21,,,0.21,,Matches
31,Danny Boffin,be BEL,MF,be Anderlecht,29,1965,6,6,537,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
32,Winston Bogarde,nl NED,DF,nl Ajax,23,1970,4,1,132,1.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
33,Vassilios Borbokis,gr GRE,DF,gr AEK Athens,25,1969,2,1,110,1.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
34,John Bosman,nl NED,FW,be Anderlecht,29,1965,6,6,540,6.0,1,,,1,0,,1,0,0.17,,,0.17,,Matches
35,Daniel Bravo,fr FRA,MF,fr Paris Saint-Germain,31,1963,10,10,868,9.6,1,,,1,0,,0,0,0.10,,,0.10,,Matches
36,César Brito,pt POR,FW,pt Benfica,29,1964,2,0,27,0.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
37,Steve Bruce,eng ENG,DF,eng Manchester Utd,33,1960,6,5,471,5.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
38,Bogdan Bucur,ro ROU,DF,ro Steaua,24,1970,2,1,115,1.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
39,Okan Buruk,tr TUR,MF,tr Galatasaray,20,1973,1,0,32,0.4,0,,,0,0,,1,0,0.00,,,0.00,,Matches
40,Carles Busquets,es ESP,GK,es Barcelona,27,1967,8,8,720,8.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
41,Darko Butorović,hr CRO,DF,hr Hajduk Split,23,1970,7,7,630,7.0,1,,,1,0,,1,0,0.14,,,0.14,,Matches
42,Nicky Butt,eng ENG,"DF,MF",eng Manchester Utd,19,1975,6,5,441,4.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
43,Claudio Caniggia,ar ARG,"FW,MF",pt Benfica,27,1967,7,7,597,6.6,3,,,2,1,,0,0,0.45,,,0.30,,Matches
44,Eric Cantona,fr FRA,FW,eng Manchester Utd,28,1966,2,2,180,2.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
45,Luis Cembranos,es ESP,MF,es Barcelona,22,1972,3,2,157,1.7,0,,,0,0,,1,0,0.00,,,0.00,,Matches
46,Sergei Chudin,ru RUS,"DF,MF",ru Spartak Moscow,20,1973,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
47,José Cobos,fr FRA,DF,fr Paris Saint-Germain,26,1968,9,9,775,8.6,0,,,0,0,,0,0,0.00,,,0.00,,Matches
48,Patrick Colleter,fr FRA,DF,fr Paris Saint-Germain,28,1965,7,6,542,6.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
49,Alessandro Costacurta,it ITA,DF,it Milan,28,1966,6,5,455,5.1,0,,,0,0,,1,0,0.00,,,0.00,,Matches
50,Bertrand Crasson,be BEL,DF,be Anderlecht,22,1971,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Jordi Cruyff,nl NED,"FW,MF",es Barcelona,20,1974,5,2,201,2.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
52,Tiberiu Csik,ro ROU,DF,ro Steaua,22,1971,5,5,450,5.0,0,,,0,0,,3,0,0.00,,,0.00,,Matches
53,Edgar Davids,nl NED,MF,nl Ajax,21,1973,7,6,533,5.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
54,Simon Davies,wls WAL,MF,eng Manchester Utd,20,1974,2,2,166,1.8,1,,,1,0,,1,0,0.54,,,0.54,,Matches
55,Filip De Wilde,be BEL,GK,be Anderlecht,30,1964,6,6,540,6.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
56,Marc Degryse,be BEL,FW,be Anderlecht,28,1965,4,4,360,4.0,1,,,1,0,,0,0,0.25,,,0.25,,Matches
57,Edwin van der Sar,nl NED,GK,nl Ajax,23,1970,11,11,990,11.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
58,Marcel Desailly,fr FRA,"DF,MF",it Milan,25,1968,10,10,900,10.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
59,Oumar Dieng,fr FRA,DF,fr Paris Saint-Germain,21,1972,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
60,Vasilis Dimitriadis,gr GRE,FW,gr AEK Athens,28,1966,1,0,28,0.3,0,,,0,0,,1,0,0.00,,,0.00,,Matches
61,Anton Doboș,ro ROU,DF,ro Steaua,28,1965,5,5,417,4.6,1,,,1,0,,0,1,0.22,,,0.22,,Matches
62,Olivier Doll,be BEL,DF,be Anderlecht,21,1973,5,5,450,5.0,0,,,0,0,,3,0,0.00,,,0.00,,Matches
63,Roberto Donadoni,it ITA,MF,it Milan,30,1963,8,7,610,6.8,0,,,0,0,,0,0,0.00,,,0.00,,Matches
64,Edílson,br BRA,FW,pt Benfica,23,1970,2,2,149,1.7,1,,,1,0,,1,0,0.60,,,0.60,,Matches
65,Marc Emmers,be BEL,"DF,MF",be Anderlecht,28,1966,2,2,158,1.8,0,,,0,0,,0,0,0.00,,,0.00,,Matches
66,Stefano Eranio,it ITA,MF,it Milan,27,1966,4,3,272,3.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
67,Tomislav Erceg,hr CRO,FW,hr Hajduk Split,22,1971,7,4,370,4.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
68,Arif Erdem,tr TUR,FW,tr Galatasaray,22,1972,6,4,422,4.7,1,,,1,0,,1,0,0.21,,,0.21,,Matches
69,Peter Eriksson,se SWE,MF,se Göteborg,25,1969,1,1,90,1.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
70,Magnus Erlingmark,se SWE,DF,se Göteborg,26,1968,8,8,720,8.0,4,,,4,0,,0,0,0.50,,,0.50,,Matches
71,Xabier Eskurza,es ESP,MF,es Barcelona,24,1970,1,0,15,0.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
72,Wolfgang Feiersinger,at AUT,DF,at Austria Salzburg,29,1965,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
73,Abelardo Fernández,es ESP,DF,es Barcelona,24,1970,7,4,428,4.8,0,,,0,0,,1,0,0.00,,,0.00,,Matches
74,Albert Ferrer,es ESP,DF,es Barcelona,24,1970,5,5,450,5.0,1,,,1,0,,0,0,0.20,,,0.20,,Matches
75,Valdo Filho,br BRA,MF,fr Paris Saint-Germain,30,1964,6,6,512,5.7,1,,,1,0,,2,0,0.18,,,0.18,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Iulian Filipescu,ro ROU,DF,ro Steaua,20,1974,3,2,196,2.2,0,,,0,0,,2,0,0.00,,,0.00,,Matches
77,Arnold Freisegger,at AUT,DF,at Austria Salzburg,28,1966,1,0,23,0.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
78,Dieter Frey,de GER,"DF,MF",de Bayern Munich,21,1972,7,5,484,5.4,0,,,0,0,,2,0,0.00,,,0.00,,Matches
79,Christian Fürstaller,at AUT,DF,at Austria Salzburg,29,1964,5,5,450,5.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
80,Tonči Gabrić,hr CRO,GK,hr Hajduk Split,32,1961,7,7,630,7.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
81,Constantin Gâlcă,ro ROU,MF,ro Steaua,22,1972,5,5,450,5.0,1,,,1,0,,0,0,0.20,,,0.20,,Matches
82,Filippo Galli,it ITA,DF,it Milan,31,1963,6,4,503,5.6,0,,,0,0,,0,0,0.00,,,0.00,,Matches
83,Finidi George,ng NGA,"FW,MF",nl Ajax,23,1971,10,10,883,9.8,1,,,1,0,,2,0,0.10,,,0.10,,Matches
84,Daniel Gherasim,ro ROU,GK,ro Steaua,29,1964,1,0,1,0.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
85,Ryan Giggs,wls WAL,"FW,MF",eng Manchester Utd,20,1973,3,3,233,2.6,2,,,2,0,,0,0,0.77,,,0.77,,Matches
86,David Ginola,fr FRA,"FW,MF",fr Paris Saint-Germain,27,1967,9,9,714,7.9,1,,,1,0,,1,0,0.13,,,0.13,,Matches
87,Ricardo Gomes,br BRA,DF,fr Paris Saint-Germain,29,1964,3,3,270,3.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
88,Uwe Gospodarek,de GER,GK,de Bayern Munich,20,1973,2,1,160,1.8,0,,,0,0,,0,0,0.00,,,0.00,,Matches
89,Marco Grimm,de GER,DF,de Bayern Munich,22,1972,1,0,2,0.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
90,Pep Guardiola,es ESP,MF,es Barcelona,23,1971,6,6,438,4.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
91,Vincent Guérin,fr FRA,MF,fr Paris Saint-Germain,28,1965,10,9,840,9.3,2,,,2,0,,1,0,0.21,,,0.21,,Matches
92,Ruud Gullit,nl NED,"FW,MF",it Milan,31,1962,3,3,270,3.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
93,Magnus Gustafsson,se SWE,FW,se Göteborg,27,1967,1,0,2,0.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
94,Philip Haagdoren,be BEL,"FW,MF",be Anderlecht,24,1970,5,3,271,3.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
95,Gheorghe Hagi,ro ROU,MF,es Barcelona,29,1965,2,2,140,1.6,0,,,0,0,,0,0,0.00,,,0.00,,Matches
96,Dietmar Hamann,de GER,MF,de Bayern Munich,20,1973,6,2,305,3.4,0,,,0,0,,2,0,0.00,,,0.00,,Matches
97,Hamza Hamzaoğlu,tr TUR,"DF,MF",tr Galatasaray,24,1970,6,6,440,4.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
98,Ralph Hasenhüttl,at AUT,FW,at Austria Salzburg,26,1967,5,2,177,2.0,1,,,1,0,,1,0,0.51,,,0.51,,Matches
99,Hélder,pt POR,DF,pt Benfica,23,1971,7,6,541,6.0,1,,,1,0,,0,0,0.17,,,0.17,,Matches
100,Thomas Helmer,de GER,"DF,MF",de Bayern Munich,29,1965,8,8,669,7.4,0,,,0,0,,1,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Pedro Ricardo Quintela Henriques,pt POR,DF,pt Benfica,19,1974,1,0,33,0.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
102,Mirsad Hibić,ba BIH,DF,hr Hajduk Split,20,1973,7,7,630,7.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
103,Martin Hiden,at AUT,DF,at Austria Salzburg,21,1973,5,4,375,4.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
104,Mark Hughes,wls WAL,FW,eng Manchester Utd,30,1963,5,5,450,5.0,2,,,2,0,,2,0,0.40,,,0.40,,Matches
105,Adi Hütter,at AUT,MF,at Austria Salzburg,24,1970,6,1,169,1.9,0,,,0,0,,1,0,0.00,,,0.00,,Matches
106,Daniel Iftodi,ro ROU,MF,ro Steaua,26,1968,3,1,87,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
107,Iván Iglesias,es ESP,MF,es Barcelona,22,1971,5,3,319,3.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
108,Adrian Ilie,ro ROU,"FW,MF",ro Steaua,20,1974,4,4,308,3.4,2,,,2,0,,0,0,0.58,,,0.58,,Matches
109,Herbert Ilsanker,at AUT,GK,at Austria Salzburg,27,1967,1,0,30,0.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
110,Paul Ince,eng ENG,MF,eng Manchester Utd,26,1967,5,5,443,4.9,0,,,0,0,,1,1,0.00,,,0.00,,Matches
111,Viorel Ion,ro ROU,FW,ro Steaua,26,1967,2,0,22,0.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
112,Denis Irwin,ie IRL,DF,eng Manchester Utd,28,1965,5,5,450,5.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
113,Isaías,br BRA,FW,pt Benfica,30,1963,7,5,463,5.1,1,,,1,0,,2,0,0.19,,,0.19,,Matches
114,Francisco Javier Sánchez Jara,es ESP,DF,es Barcelona,24,1969,1,0,14,0.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
115,Mikheil Jishkariani,ge GEO,FW,ua Dynamo Kyiv,24,1969,2,0,39,0.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
116,Magnus Johansson,se SWE,DF,se Göteborg,22,1971,8,7,657,7.3,0,,,0,0,,1,0,0.00,,,0.00,,Matches
117,Jorginho,br BRA,"DF,MF",de Bayern Munich,29,1964,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
118,Renato Jurčec,hr CRO,FW,hr Hajduk Split,28,1966,1,1,67,0.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
119,Nikola Jurčević,hr CRO,"DF,FW",at Austria Salzburg,27,1966,5,5,450,5.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
120,Oliver Kahn,de GER,GK,de Bayern Munich,25,1969,5,5,450,5.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
121,Pontus Kåmark,se SWE,DF,se Göteborg,25,1969,8,8,720,8.0,1,,,0,1,,1,0,0.12,,,0.00,,Matches
122,Andrei Kanchelskis,ru RUS,"DF,MF",eng Manchester Utd,25,1969,5,5,450,5.0,1,,,1,0,,1,0,0.20,,,0.20,,Matches
123,Nwankwo Kanu,ng NGA,FW,nl Ajax,17,1976,7,3,349,3.9,1,,,1,0,,0,0,0.26,,,0.26,,Matches
124,Vaios Karagiannis,gr GRE,DF,gr AEK Athens,26,1968,4,4,325,3.6,0,,,0,0,,2,0,0.00,,,0.00,,Matches
125,Michalis Kasapis,gr GRE,DF,gr AEK Athens,22,1971,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Suat Kaya,tr TUR,MF,tr Galatasaray,26,1967,4,4,360,4.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
127,Roy Keane,ie IRL,MF,eng Manchester Utd,22,1971,4,4,360,4.0,1,,,1,0,,0,0,0.25,,,0.25,,Matches
128,Valery Kechinov,ru RUS,"FW,MF",ru Spartak Moscow,19,1974,3,3,254,2.8,0,,,0,0,,0,0,0.00,,,0.00,,Matches
129,Daniel Kenedy,pt POR,"DF,MF",pt Benfica,20,1974,5,0,105,1.2,0,,,0,0,,1,0,0.00,,,0.00,,Matches
130,Tugay Kerimoğlu,tr TUR,MF,tr Galatasaray,23,1970,5,3,287,3.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
131,Temur Ketsbaia,ge GEO,MF,gr AEK Athens,26,1968,4,1,156,1.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
132,Dmitri Khlestov,ru RUS,"DF,MF",ru Spartak Moscow,23,1971,4,4,360,4.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
133,Andriy Khomyn,tm TKM,DF,ua Dynamo Kyiv,26,1968,4,3,295,3.3,0,,,0,0,,1,0,0.00,,,0.00,,Matches
134,Patrick Kluivert,nl NED,FW,nl Ajax,18,1976,10,5,469,5.2,2,,,2,0,,0,0,0.38,,,0.38,,Matches
135,Tomica Kocijan,at AUT,FW,at Austria Salzburg,26,1967,5,5,404,4.5,1,,,1,0,,0,0,0.22,,,0.22,,Matches
136,Ronald Koeman,nl NED,"DF,MF",es Barcelona,31,1963,8,8,720,8.0,1,,,1,0,,1,0,0.12,,,0.12,,Matches
137,Antoine Kombouaré,fr FRA,DF,fr Paris Saint-Germain,30,1963,7,6,546,6.1,0,,,0,0,,4,0,0.00,,,0.00,,Matches
138,Andrei Konovalov,ru RUS,MF,ru Spartak Moscow,19,1974,3,0,59,0.7,0,,,0,0,,1,0,0.00,,,0.00,,Matches
139,Otto Konrad,at AUT,GK,at Austria Salzburg,29,1964,6,6,510,5.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
140,Charis Kopitsis,gr GRE,DF,gr AEK Athens,25,1969,6,3,352,3.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
141,Bülent Korkmaz,tr TUR,DF,tr Galatasaray,25,1968,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
142,Mert Korkmaz,tr TUR,DF,tr Galatasaray,22,1971,6,6,531,5.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
143,Igor Korneev,ru RUS,MF,es Barcelona,26,1967,1,1,90,1.0,1,,,1,0,,0,0,1.00,,,1.00,,Matches
144,Vitaliy Kosovskyi,ua UKR,MF,ua Dynamo Kyiv,20,1973,5,5,422,4.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
145,Emil Kostadinov,bg BUL,"FW,MF",de Bayern Munich,26,1967,2,2,110,1.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
146,Christos Kostis,gr GRE,FW,gr AEK Athens,22,1972,6,6,488,5.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
147,Giorgos Koutoulas,gr GRE,DF,gr AEK Athens,27,1967,2,2,136,1.5,0,,,0,0,,1,0,0.00,,,0.00,,Matches
148,Serhiy Kovalets,ua UKR,MF,ua Dynamo Kyiv,25,1968,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
149,Michel Kreek,nl NED,DF,nl Ajax,23,1971,2,0,58,0.6,0,,,0,0,,0,0,0.00,,,0.00,,Matches
150,Oliver Kreuzer,de GER,DF,de Bayern Munich,28,1965,7,5,519,5.8,0,,,0,0,,1,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Samuel Kuffour,gh GHA,DF,de Bayern Munich,17,1976,4,3,278,3.1,1,,,1,0,,2,0,0.32,,,0.32,,Matches
152,Marius Lăcătuș,ro ROU,"FW,MF",ro Steaua,30,1964,3,3,265,2.9,1,,,1,0,,1,1,0.34,,,0.34,,Matches
153,Leo Lainer,at AUT,DF,at Austria Salzburg,33,1960,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
154,Bernard Lama,fr FRA,GK,fr Paris Saint-Germain,31,1963,10,10,900,10.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
155,Paul Le Guen,fr FRA,"DF,MF",fr Paris Saint-Germain,30,1964,10,9,804,8.9,1,,,1,0,,0,0,0.11,,,0.11,,Matches
156,Gianluigi Lentini,it ITA,MF,it Milan,25,1969,4,0,100,1.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
157,Viktor Leonenko,ua UKR,FW,ua Dynamo Kyiv,24,1969,5,5,421,4.7,3,,,2,1,,0,0,0.64,,,0.43,,Matches
158,Serhiy Lezhentsev,ua UKR,DF,ua Dynamo Kyiv,22,1971,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
159,Mats Lilienberg,se SWE,FW,se Göteborg,24,1969,2,0,40,0.4,1,,,1,0,,0,0,2.25,,,2.25,,Matches
160,Stefan Lindqvist,se SWE,MF,se Göteborg,27,1967,8,8,720,8.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
161,Aleksandr Lipko,ru RUS,DF,ru Spartak Moscow,18,1975,2,2,180,2.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
162,Jari Litmanen,fi FIN,"FW,MF",nl Ajax,23,1971,11,11,956,10.6,6,,,6,0,,0,0,0.56,,,0.56,,Matches
163,Francis Llacer,fr FRA,DF,fr Paris Saint-Germain,22,1971,6,3,299,3.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
164,Oleh Luzhny,ua UKR,DF,ua Dynamo Kyiv,25,1968,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
165,Paulo Madeira,pt POR,DF,pt Benfica,23,1970,3,3,270,3.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
166,Paolo Maldini,it ITA,DF,it Milan,26,1968,11,11,911,10.1,0,,,0,0,,1,0,0.00,,,0.00,,Matches
167,Ramiz Mamedov,ru RUS,DF,ru Spartak Moscow,21,1972,2,2,148,1.6,0,,,0,0,,0,1,0.00,,,0.00,,Matches
168,Stelios Manolas,gr GRE,DF,gr AEK Athens,33,1961,4,4,357,4.0,0,,,0,0,,1,1,0.00,,,0.00,,Matches
169,Norman Mapeza,zw ZIM,"DF,MF",tr Galatasaray,22,1972,5,5,450,5.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
170,José Mari Bakero,es ESP,MF,es Barcelona,31,1963,7,7,595,6.6,3,,,3,0,,1,0,0.45,,,0.45,,Matches
171,José Mari García,es ESP,MF,es Barcelona,23,1971,2,1,122,1.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
172,Mikael Martinsson,se SWE,FW,se Göteborg,28,1966,8,8,559,6.2,1,,,1,0,,1,0,0.16,,,0.16,,Matches
173,Daniele Massaro,it ITA,"FW,MF",it Milan,33,1961,8,6,515,5.7,1,,,1,0,,0,0,0.17,,,0.17,,Matches
174,Lothar Matthäus,de GER,"DF,MF",de Bayern Munich,33,1961,6,6,522,5.8,0,,,0,0,,1,0,0.00,,,0.00,,Matches
175,David May,eng ENG,DF,eng Manchester Utd,24,1970,4,4,318,3.5,0,,,0,0,,2,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Brian McClair,sct SCO,"FW,MF",eng Manchester Utd,30,1963,2,2,180,2.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
177,Mario Meštrović,hr CRO,MF,hr Hajduk Split,24,1970,5,5,441,4.9,0,,,0,0,,1,0,0.00,,,0.00,,Matches
178,Damian Militaru,ro ROU,MF,ro Steaua,26,1967,4,4,345,3.8,1,,,1,0,,3,0,0.26,,,0.26,,Matches
179,Nikos Mirtsekis,gr GRE,FW,gr AEK Athens,26,1968,1,0,15,0.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
