Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
19,Nicolas Anelka,fr FRA,FW,eng Arsenal,19,1979,5,5,445,4.9,1,,,1,0,,0,0,0.20,,,0.20,,Matches
20,Didier Angibeaud,cm CMR,MF,at Sturm Graz,23,1974,2,0,41,0.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
21,Luiz Antônio,br BRA,FW,fi HJK Helsinki,27,1970,5,0,124,1.4,2,,,2,0,,0,0,1.45,,,1.45,,Matches
22,Paraskevas Antzas,gr GRE,DF,gr Olympiacos,21,1976,2,0,29,0.3,0,,,0,0,,0,1,0.00,,,0.00,,Matches
23,Stratos Apostolakis,gr GRE,"DF,FW",gr Panathinaikos,34,1964,6,6,528,5.9,0,,,0,0,,1,0,0.00,,,0.00,,Matches
24,Shota Arveladze,ge GEO,FW,nl Ajax,25,1973,3,3,183,2.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
25,Aljoša Asanović,hr CRO,MF,gr Panathinaikos,32,1965,6,6,531,5.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Ajibade Babalade,ng NGA,DF,at Sturm Graz,26,1972,2,0,20,0.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
27,Tijani Babangida,ng NGA,"FW,MF",nl Ajax,24,1973,4,2,200,2.2,0,,,0,0,,1,0,0.00,,,0.00,,Matches
28,Markus Babbel,de GER,DF,de Bayern Munich,25,1972,11,11,980,10.9,1,,,1,0,,1,0,0.09,,,0.09,,Matches
29,Ruben Bagger,dk DEN,"FW,MF",dk Brøndby,26,1972,4,3,229,2.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
30,Roberto Baggio,it ITA,"FW,MF",it Inter,31,1967,4,2,211,2.3,3,,,3,0,,1,0,1.28,,,1.28,,Matches
31,Michael Ballack,de GER,MF,de Kaiserslautern,21,1976,6,6,466,5.2,0,,,0,0,,1,0,0.00,,,0.00,,Matches
32,Vasili Baranov,by BLR,MF,ru Spartak Moscow,25,1972,6,6,504,5.6,0,,,0,0,,1,0,0.00,,,0.00,,Matches
33,Sergi Barjuán,es ESP,DF,es Barcelona,26,1971,5,5,450,5.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
34,Rui Barros,pt POR,MF,pt Porto,32,1965,5,1,89,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
35,Angelos Basinas,gr GRE,MF,gr Panathinaikos,22,1976,4,3,302,3.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
36,Mario Basler,de GER,"FW,MF",de Bayern Munich,29,1968,9,8,659,7.3,4,,,4,0,,1,0,0.55,,,0.55,,Matches
37,Christer Basma,no NOR,DF,no Rosenborg,25,1972,4,4,360,4.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
38,Bruno Basto,pt POR,DF,pt Benfica,20,1978,3,2,182,2.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
39,David Beckham,eng ENG,MF,eng Manchester Utd,23,1975,10,10,891,9.9,2,,,2,0,,1,0,0.20,,,0.20,,Matches
40,Emre Belözoğlu,tr TUR,MF,tr Galatasaray,17,1980,2,0,14,0.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
41,Henning Berg,no NOR,DF,eng Manchester Utd,28,1969,4,3,270,3.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
42,Runar Berg,no NOR,MF,no Rosenborg,27,1970,5,5,449,5.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
43,André Bergdølmo,no NOR,DF,no Rosenborg,26,1971,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
44,Dennis Bergkamp,nl NED,FW,eng Arsenal,29,1969,3,3,269,3.0,1,,,1,0,,1,0,0.33,,,0.33,,Matches
45,Giuseppe Bergomi,it ITA,DF,it Inter,34,1963,7,7,594,6.6,0,,,0,0,,2,0,0.00,,,0.00,,Matches
46,Alessandro Birindelli,it ITA,DF,it Juventus,23,1974,8,6,511,5.7,1,,,1,0,,1,0,0.18,,,0.18,,Matches
47,Igor Bišćan,hr CRO,"DF,MF",hr Croatia Zagreb,20,1978,3,2,203,2.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
48,Ole Bjur,dk DEN,MF,dk Brøndby,29,1968,6,6,512,5.7,0,,,0,0,,1,0,0.00,,,0.00,,Matches
49,Michael Black,eng ENG,"FW,MF",eng Arsenal,21,1976,1,0,12,0.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
50,Jocelyn Blanchard,fr FRA,MF,it Juventus,26,1972,3,1,155,1.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Danny Blind,nl NED,DF,nl Ajax,36,1961,3,3,270,3.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
52,Jesper Blomqvist,se SWE,"DF,MF",eng Manchester Utd,24,1974,7,6,437,4.9,0,,,0,0,,1,0,0.00,,,0.00,,Matches
53,Luís Boa Morte,pt POR,"FW,MF",eng Arsenal,20,1977,3,2,178,2.0,2,,,2,0,,0,0,01.01,,,01.01,,Matches
54,Frank de Boer,nl NED,DF,nl Ajax,28,1970,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
55,Ronald de Boer,nl NED,"FW,MF",nl Ajax,28,1970,6,5,477,5.3,0,,,0,0,,1,0,0.00,,,0.00,,Matches
56,Steve Bould,eng ENG,DF,eng Arsenal,35,1962,3,2,179,2.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
57,Wes Brown,eng ENG,DF,eng Manchester Utd,18,1979,4,3,329,3.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
58,Arnold Bruggink,nl NED,"FW,MF",nl PSV,21,1977,5,0,76,0.8,1,,,1,0,,1,0,1.18,,,1.18,,Matches
59,Philippe Brunel,fr FRA,MF,fr Lens,25,1973,1,0,8,0.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
60,Andreas Buck,de GER,MF,de Kaiserslautern,30,1967,6,6,415,4.6,0,,,0,0,,0,0,0.00,,,0.00,,Matches
61,Okan Buruk,tr TUR,MF,tr Galatasaray,24,1973,6,6,530,5.9,1,,,1,0,,2,0,0.17,,,0.17,,Matches
62,Yevgeni Bushmanov,ru RUS,DF,ru Spartak Moscow,26,1971,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
63,Nicky Butt,eng ENG,"DF,MF",eng Manchester Utd,23,1975,6,2,255,2.8,0,,,0,0,,0,1,0.00,,,0.00,,Matches
64,Maksim Buznikin,ru RUS,FW,ru Spartak Moscow,21,1977,3,1,67,0.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
65,Valyantsin Byalkevich,by BLR,MF,ua Dynamo Kyiv,25,1973,9,6,641,7.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
66,José Calado,pt POR,MF,pt Benfica,24,1974,5,3,297,3.3,1,,,1,0,,0,0,0.30,,,0.30,,Matches
67,Iván Campo,es ESP,"DF,MF",es Real Madrid,24,1974,4,3,302,3.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
68,César Caneda,es ESP,DF,es Athletic Club,20,1978,1,0,6,0.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
69,Capucho,pt POR,MF,pt Porto,26,1972,5,5,390,4.3,0,,,0,0,,2,0,0.00,,,0.00,,Matches
70,Roberto Carlos,br BRA,DF,es Real Madrid,25,1973,8,8,711,7.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
71,Benoît Cauet,fr FRA,MF,it Inter,29,1969,7,6,486,5.4,0,,,0,0,,2,0,0.00,,,0.00,,Matches
72,Albert Celades,es ESP,MF,es Barcelona,22,1975,3,3,270,3.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
73,Carlos Chaínho,pt POR,MF,pt Porto,24,1974,2,2,143,1.6,0,,,0,0,,0,0,0.00,,,0.00,,Matches
74,Youssef Chippo,ma MAR,MF,pt Porto,25,1973,5,0,117,1.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
75,Bent Christensen Arensøe,dk DEN,FW,dk Brøndby,31,1967,2,0,40,0.4,0,,,0,0,,1,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Cláudio,br BRA,FW,nl PSV,19,1979,1,0,1,0.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
77,Phillip Cocu,nl NED,"DF,FW",es Barcelona,27,1970,5,5,423,4.7,0,,,0,0,,2,0,0.00,,,0.00,,Matches
78,Søren Colding,dk DEN,DF,dk Brøndby,25,1972,5,5,450,5.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
79,Andy Cole,eng ENG,FW,eng Manchester Utd,26,1971,9,9,731,8.1,4,,,4,0,,0,0,0.49,,,0.49,,Matches
80,Francesco Colonnese,it ITA,DF,it Inter,26,1971,5,5,450,5.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
81,Antonio Conte,it ITA,MF,it Juventus,29,1969,6,6,536,6.0,3,,,3,0,,3,0,0.50,,,0.50,,Matches
82,Rui Correia,pt POR,GK,pt Porto,30,1967,3,3,270,3.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
83,Jorge Costa,pt POR,DF,pt Porto,26,1971,5,5,450,5.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
84,Jordi Cruyff,nl NED,"FW,MF",eng Manchester Utd,24,1974,3,0,99,1.1,0,,,0,0,,1,0,0.00,,,0.00,,Matches
85,Ibán Cuadrado,es ESP,DF,es Barcelona,19,1979,1,0,4,0.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
86,Mario Cvitanović,hr CRO,DF,hr Croatia Zagreb,23,1975,4,3,285,3.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
87,Ali Daei,ir IRN,FW,de Bayern Munich,29,1969,4,0,69,0.8,0,,,0,0,,0,0,0.00,,,0.00,,Matches
88,Stéphane Dalmat,fr FRA,MF,fr Lens,19,1979,5,5,424,4.7,0,,,0,0,,1,0,0.00,,,0.00,,Matches
89,Dani,pt POR,"FW,MF",nl Ajax,21,1976,6,2,320,3.6,0,,,0,0,,1,0,0.00,,,0.00,,Matches
90,Kim Daugaard,dk DEN,MF,dk Brøndby,24,1974,6,6,505,5.6,1,,,1,0,,1,0,0.18,,,0.18,,Matches
91,Ümit Davala,tr TUR,"DF,MF",tr Galatasaray,25,1973,6,5,427,4.7,1,,,1,0,,2,0,0.21,,,0.21,,Matches
92,Edgar Davids,nl NED,MF,it Juventus,25,1973,9,8,733,8.1,0,,,0,0,,3,0,0.00,,,0.00,,Matches
93,Gilles De Bilde,be BEL,FW,nl PSV,27,1971,3,2,169,1.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
94,Brian Deane,eng ENG,FW,pt Benfica,30,1968,2,1,89,1.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
95,Mickaël Debève,fr FRA,MF,fr Lens,27,1970,6,6,493,5.5,1,,,1,0,,1,0,0.18,,,0.18,,Matches
96,Frédéric Déhu,fr FRA,"DF,MF",fr Lens,25,1972,6,6,456,5.1,0,,,0,0,,1,1,0.00,,,0.00,,Matches
97,Alessandro Del Piero,it ITA,"FW,MF",it Juventus,23,1974,4,4,351,3.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
98,Björn van der Doelen,nl NED,MF,nl PSV,21,1976,5,5,406,4.5,0,,,0,0,,1,0,0.00,,,0.00,,Matches
99,Edwin van der Sar,nl NED,GK,nl Ajax,27,1970,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
100,Chris van der Weerden,nl NED,DF,nl PSV,25,1972,4,4,333,3.7,0,,,0,0,,1,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Didier Deschamps,fr FRA,MF,it Juventus,29,1968,9,9,810,9.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
102,Angelo Di Livio,it ITA,"DF,MF",it Juventus,32,1966,8,7,603,6.7,0,,,0,0,,3,0,0.00,,,0.00,,Matches
103,Lee Dixon,eng ENG,DF,eng Arsenal,34,1964,5,5,450,5.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
104,Youri Djorkaeff,fr FRA,"FW,MF",it Inter,30,1968,4,4,284,3.2,1,,,1,0,,0,0,0.32,,,0.32,,Matches
105,Yuriy Dmytrulin,ua UKR,DF,ua Dynamo Kyiv,23,1975,6,6,490,5.4,0,,,0,0,,0,0,0.00,,,0.00,,Matches
106,Doriva,br BRA,MF,pt Porto,26,1972,6,6,540,6.0,1,,,1,0,,1,0,0.17,,,0.17,,Matches
107,Ljubinko Drulović,rs SRB,"FW,MF",pt Porto,29,1968,6,6,472,5.2,1,,,1,0,,1,0,0.19,,,0.19,,Matches
108,Stefan Effenberg,de GER,MF,de Bayern Munich,29,1968,10,10,856,9.5,4,,,3,1,,4,0,0.42,,,0.32,,Matches
109,Giovane Élber,br BRA,FW,de Bayern Munich,26,1972,7,7,614,6.8,3,,,3,0,,0,0,0.44,,,0.44,,Matches
110,Dimitrios Eleftheropoulos,gr GRE,GK,gr Olympiacos,21,1976,8,8,720,8.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
111,Zé Elias,br BRA,MF,it Inter,21,1976,3,1,156,1.7,0,,,0,0,,3,0,0.00,,,0.00,,Matches
112,Wagneau Eloi,ht HAI,FW,fr Lens,24,1973,5,1,147,1.6,1,,,1,0,,0,0,0.61,,,0.61,,Matches
113,Luis Enrique,es ESP,"FW,MF",es Barcelona,28,1970,3,3,258,2.9,1,,,0,1,,0,0,0.35,,,0.00,,Matches
114,Arif Erdem,tr TUR,FW,tr Galatasaray,26,1972,6,1,182,2.0,1,,,1,0,,1,0,0.49,,,0.49,,Matches
115,Juan Esnáider,ar ARG,FW,it Juventus,25,1973,2,1,71,0.8,0,,,0,0,,0,0,0.00,,,0.00,,Matches
116,Ernest Etchi,cm CMR,DF,fr Lens,23,1975,2,2,172,1.9,0,,,0,0,,0,0,0.00,,,0.00,,Matches
117,Imanol Etxeberria,es ESP,GK,es Athletic Club,25,1973,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
118,Joseba Etxeberria,es ESP,"FW,MF",es Athletic Club,20,1977,6,5,444,4.9,1,,,1,0,,1,0,0.20,,,0.20,,Matches
119,Santiago Ezquerro,es ESP,FW,es Athletic Club,21,1976,6,5,459,5.1,0,,,0,0,,1,0,0.00,,,0.00,,Matches
120,Ernest Faber,nl NED,DF,nl PSV,26,1971,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
121,Serhiy Fedorov,ua UKR,DF,ua Dynamo Kyiv,23,1975,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
122,Miklós Fehér,hu HUN,FW,pt Porto,19,1979,1,0,27,0.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
123,Abelardo Fernández,es ESP,DF,es Barcelona,28,1970,4,4,360,4.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
124,Ciro Ferrara,it ITA,DF,it Juventus,31,1967,3,2,202,2.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
125,Patxi Ferreira,es ESP,DF,es Athletic Club,31,1967,3,3,270,3.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Luís Figo,pt POR,"FW,MF",es Barcelona,25,1972,6,6,540,6.0,1,,,1,0,,1,0,0.17,,,0.17,,Matches
127,Aleksandr Filimonov,ru RUS,GK,ru Spartak Moscow,24,1973,6,6,540,6.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
128,Iulian Filipescu,ro ROU,DF,tr Galatasaray,24,1974,5,5,393,4.4,0,,,0,0,,2,0,0.00,,,0.00,,Matches
129,Thorsten Fink,de GER,MF,de Bayern Munich,30,1967,8,3,358,4.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
130,Franco Foda,de GER,DF,at Sturm Graz,32,1966,4,4,360,4.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
131,Marc-Vivien Foé,cm CMR,MF,fr Lens,23,1975,1,0,26,0.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
132,Daniel Fonseca,uy URU,FW,it Juventus,28,1969,5,2,164,1.8,0,,,0,0,,1,0,0.00,,,0.00,,Matches
133,Mikael Forssell,fi FIN,FW,fi HJK Helsinki,17,1981,3,0,45,0.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
134,Salvatore Fresi,it ITA,DF,it Inter,25,1973,1,1,42,0.5,0,,,0,0,,2,2,0.00,,,0.00,,Matches
135,Giorgi Gakhokidze,ge GEO,MF,nl PSV,22,1975,1,0,17,0.2,0,,,0,0,,0,0,0.00,,,0.00,,Matches
136,Fabio Galante,it ITA,DF,it Inter,24,1973,7,7,630,7.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
137,Carlos García,es ESP,"DF,MF",es Athletic Club,27,1970,6,5,494,5.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
138,Rémi Garde,fr FRA,"DF,MF",eng Arsenal,32,1966,5,3,246,2.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
139,Árni Gautur Arason,is ISL,GK,no Rosenborg,23,1975,2,2,180,2.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
140,Grigoris Georgatos,gr GRE,"DF,MF",gr Olympiacos,25,1972,7,7,620,6.9,0,,,0,0,,2,0,0.00,,,0.00,,Matches
141,Aleksei Gerasimenko,ru RUS,"FW,MF",ua Dynamo Kyiv,27,1970,2,2,155,1.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
142,Stelios Giannakopoulos,gr GRE,"FW,MF",gr Olympiacos,24,1974,8,7,580,6.4,2,,,2,0,,1,0,0.31,,,0.31,,Matches
143,Ryan Giggs,wls WAL,"FW,MF",eng Manchester Utd,24,1973,7,7,581,6.5,4,,,4,0,,0,0,0.62,,,0.62,,Matches
144,Giovanni,br BRA,"FW,MF",es Barcelona,26,1972,6,5,403,4.5,2,,,0,2,,0,0,0.45,,,0.00,,Matches
145,Siniša Gogić,cy CYP,FW,gr Olympiacos,34,1963,8,7,608,6.8,4,,,4,0,,1,0,0.59,,,0.59,,Matches
146,Berkant Göktan,tr TUR,FW,de Bayern Munich,17,1980,1,0,27,0.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
147,Nuno Gomes,pt POR,FW,pt Benfica,22,1976,5,5,408,4.5,5,,,4,1,,0,0,1.10,,,0.88,,Matches
148,Javi González,es ESP,MF,es Athletic Club,24,1974,3,2,186,2.1,0,,,0,0,,0,0,0.00,,,0.00,,Matches
149,Sergei Gorlukovich,ru RUS,DF,ru Spartak Moscow,36,1961,1,1,90,1.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
150,Dean Gorré,nl NED,MF,nl Ajax,27,1970,2,1,97,1.1,1,,,1,0,,0,0,0.93,,,0.93,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Giannis Goumas,gr GRE,DF,gr Panathinaikos,23,1975,5,5,450,5.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
152,Gilles Grimandi,fr FRA,DF,eng Arsenal,27,1970,2,1,135,1.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
153,David Grondin,fr FRA,"DF,MF",eng Arsenal,18,1980,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
154,Jesper Grønkjær,dk DEN,"FW,MF",nl Ajax,20,1977,4,2,140,1.6,0,,,0,0,,0,0,0.00,,,0.00,,Matches
155,Pep Guardiola,es ESP,MF,es Barcelona,27,1971,1,1,42,0.5,0,,,0,0,,2,2,0.00,,,0.00,,Matches
156,Julen Guerrero,es ESP,"FW,MF",es Athletic Club,24,1974,6,5,371,4.1,2,,,2,0,,1,0,0.49,,,0.49,,Matches
157,Ronaldo Guiaro,br BRA,DF,pt Benfica,24,1974,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
158,Ole Gunnar Solskjær,no NOR,FW,eng Manchester Utd,25,1973,4,1,134,1.5,2,,,2,0,,0,0,1.34,,,1.34,,Matches
159,Felipe Guréndez,es ESP,MF,es Athletic Club,22,1975,2,2,180,2.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
160,Guti,es ESP,"FW,MF",es Real Madrid,21,1976,4,1,138,1.5,0,,,0,0,,0,0,0.00,,,0.00,,Matches
161,Mario Haas,at AUT,FW,at Sturm Graz,23,1974,6,6,525,5.8,1,,,1,0,,1,0,0.17,,,0.17,,Matches
162,Gheorghe Hagi,ro ROU,MF,tr Galatasaray,33,1965,6,6,529,5.9,1,,,1,0,,1,0,0.17,,,0.17,,Matches
163,Bo Hansen,dk DEN,"FW,MF",dk Brøndby,26,1972,6,3,299,3.3,0,,,0,0,,0,0,0.00,,,0.00,,Matches
164,Thomas Helmer,de GER,"DF,MF",de Bayern Munich,33,1965,1,1,90,1.0,0,,,0,0,,0,0,0.00,,,0.00,,Matches
165,Børge Hernes,no NOR,DF,no Rosenborg,21,1976,5,1,201,2.2,0,,,0,0,,1,0,0.00,,,0.00,,Matches
166,Ruud Hesp,nl NED,GK,es Barcelona,32,1965,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
167,Fernando Hierro,es ESP,"DF,MF",es Real Madrid,30,1968,7,7,630,7.0,1,,,0,1,,2,0,0.14,,,0.00,,Matches
168,Peter Hoekstra,nl NED,"FW,MF",nl Ajax,25,1973,5,5,431,4.8,0,,,0,0,,0,0,0.00,,,0.00,,Matches
169,Erik Hoftun,no NOR,DF,no Rosenborg,29,1969,6,6,540,6.0,0,,,0,0,,1,0,0.00,,,0.00,,Matches
170,Oleksandr Holovko,ua UKR,DF,ua Dynamo Kyiv,26,1972,10,10,900,10.0,1,,,1,0,,1,0,0.10,,,0.10,,Matches
171,Brutil Hosé,cw CUW,FW,nl Ajax,18,1979,1,1,64,0.7,0,,,0,0,,0,0,0.00,,,0.00,,Matches
172,Marian Hristov,bg BUL,MF,de Kaiserslautern,25,1973,6,6,540,6.0,1,,,1,0,,1,0,0.17,,,0.17,,Matches
173,János Hrutka,hu HUN,DF,de Kaiserslautern,23,1974,4,3,178,2.0,0,,,0,0,,1,1,0.00,,,0.00,,Matches
174,Stephen Hughes,eng ENG,MF,eng Arsenal,21,1976,4,2,219,2.4,1,,,1,0,,0,0,0.41,,,0.41,,Matches
175,Andriy Husin,ua UKR,MF,ua Dynamo Kyiv,25,1972,10,10,884,9.8,0,,,0,0,,0,0,0.00,,,0.00,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Bodo Illgner,de GER,GK,es Real Madrid,31,1967,8,8,720,8.0,0,,,0,0,,2,0,0.00,,,0.00,,Matches
177,Jari Ilola,fi FIN,MF,fi HJK Helsinki,19,1978,5,5,443,4.9,1,,,1,0,,2,0,0.20,,,0.20,,Matches
178,Andoni Imaz,es ESP,MF,es Athletic Club,26,1971,5,5,417,4.6,0,,,0,0,,1,0,0.00,,,0.00,,Matches
179,Vedat İnceefe,tr TUR,DF,tr Galatasaray,24,1974,5,3,269,3.0,0,,,0,0,,2,2,0.00,,,0.00,,Matches
180,Bent Inge Johnsen,no NOR,"DF,FW",no Rosenborg,26,1972,2,2,146,1.6,0,,,0,0,,1,0,0.00,,,0.00,,Matches
181,Filippo Inzaghi,it ITA,FW,it Juventus,24,1973,10,10,831,9.2,6,,,6,0,,1,0,0.65,,,0.65,,Matches
