Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Rui Costa,pt POR,MF,it Milan,31,1972,6,1,194,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
127,Alessandro Costacurta,it ITA,DF,it Milan,37,1966,8,6,518,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Costinha,pt POR,MF,pt Porto,28,1974,12,12,"1,023",11.4,3,0,3,3,0,0,4,0,0.26,0.00,0.26,0.26,0.26,Matches
129,Grégory Coupet,fr FRA,GK,fr Lyon,30,1972,9,9,736,8.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Fernando Couto,pt POR,DF,it Lazio,33,1969,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Hernán Crespo,ar ARG,FW,eng Chelsea,28,1975,10,7,258,2.9,2,0,2,2,0,0,0,0,0.70,0.00,0.70,0.70,0.70,Matches
132,Carlo Cudicini,it ITA,GK,eng Chelsea,29,1973,9,9,810,9.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
133,Pascal Cygan,fr FRA,DF,eng Arsenal,29,1974,3,2,181,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Ousmane Dabo,fr FRA,MF,it Lazio,26,1977,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Roman Dąbrowski,pl POL,"FW,MF",tr Beşiktaş,31,1972,5,4,343,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
136,Jon Dahl Tomasson,dk DEN,"FW,MF",it Milan,26,1976,6,2,188,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
137,Edgar Davids,nl NED,MF,it Juventus,30,1973,5,3,338,3.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
138,Glen De Boeck,be BEL,DF,be Anderlecht,31,1971,2,2,116,1.3,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
139,Olivier De Cock,be BEL,DF,be Club Brugge,27,1975,6,6,540,6.0,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches
140,Deco,pt POR,MF,pt Porto,25,1977,12,12,"1,06",11.8,0,4,4,0,0,0,4,0,0.00,0.34,0.34,0.00,0.34,Matches
141,Éric Deflandre,be BEL,DF,fr Lyon,29,1973,7,6,492,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Sebastian Deisler,de GER,MF,de Bayern Munich,23,1980,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Alessandro Del Piero,it ITA,"FW,MF",it Juventus,28,1974,4,3,212,2.4,2,1,3,2,0,0,0,0,0.85,0.42,1.27,0.85,1.27,Matches
144,Andrija Delibašić,me MNE,FW,rs Partizan,22,1981,5,5,362,4.0,3,0,3,3,0,0,3,1,0.75,0.00,0.75,0.75,0.75,Matches
145,Martín Demichelis,ar ARG,"DF,MF",de Bayern Munich,22,1980,5,5,386,4.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
146,Andy van der Meyde,nl NED,"FW,MF",it Inter,23,1979,4,4,249,2.8,1,0,1,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,Matches
147,Remco van der Schaaf,nl NED,"DF,MF",nl PSV,24,1979,2,2,100,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
148,Rafael van der Vaart,nl NED,MF,nl Ajax,20,1983,5,5,386,4.3,1,0,1,1,0,0,3,0,0.23,0.00,0.23,0.23,0.23,Matches
149,Derlei,br BRA,FW,pt Porto,28,1975,8,8,694,7.7,2,1,3,1,1,1,0,0,0.26,0.13,0.39,0.13,0.26,Matches
150,Marcel Desailly,fr FRA,"DF,MF",eng Chelsea,34,1968,6,5,502,5.6,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Olivier Deschacht,be BEL,DF,be Anderlecht,22,1981,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
152,Vikash Dhorasoo,fr FRA,MF,fr Lyon,29,1973,8,5,456,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
153,Marco Di Vaio,it ITA,FW,it Juventus,27,1976,8,6,440,4.9,3,1,4,3,0,0,1,0,0.61,0.20,0.82,0.61,0.82,Matches
154,Mahamadou Diarra,ml MLI,MF,fr Lyon,22,1981,10,10,884,9.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
155,Dida,br BRA,GK,it Milan,29,1973,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
156,Aruna Dindane,ci CIV,FW,be Anderlecht,22,1980,5,5,450,5.0,2,1,3,2,0,0,1,0,0.40,0.20,0.60,0.40,0.60,Matches
157,Djalminha,br BRA,"FW,MF",es Dep La Coruña,32,1970,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
158,Eric Djemba-Djemba,cm CMR,MF,eng Manchester Utd,22,1981,4,0,89,1.0,1,0,1,1,0,0,0,0,01.01,0.00,01.01,01.01,01.01,Matches
